Date,Stock,Open,High,Low,Close,Volume
2020-01-01 17:32:00,AAPL,613.74,1109.78,1247.18,854.65,462937
2020-01-01 17:33:00,AAPL,217.46,629.24,202.79,416.67,245076
2020-01-01 17:34:00,TSLA,173.19,208.39,728.85,517.15,75574
2020-01-01 17:35:00,MSFT,454.84,116.94,989.03,241.37,706846
2020-01-01 17:36:00,GOOGL,203.95,503.42,366.83,725.03,966799
2020-01-01 17:37:00,AMZN,245.28,112.91,909.18,956.37,700217
2020-01-01 17:38:00,GOOGL,1238.1,422.1,847.11,1402.31,39963
2020-01-01 17:39:00,TSLA,154.42,687.3,391.57,1134.7,306015
2020-01-01 17:40:00,AAPL,1022.52,269.98,297.69,1112.29,541971
2020-01-01 17:41:00,AAPL,481.58,245.99,1162.55,531.2,5958
2020-01-01 17:42:00,AMZN,1320.16,1355.01,551.62,1343.61,903205
2020-01-01 17:43:00,AAPL,778.99,919.66,441.66,1425.74,820283
2020-01-01 17:44:00,AAPL,527.81,1408.24,1133.03,1405.17,598739
2020-01-01 17:45:00,AMZN,824.69,584.16,1130.5,154.32,644032
2020-01-01 17:46:00,AMZN,634.74,1048.0,486.96,946.09,231752
2020-01-01 17:47:00,TSLA,890.02,386.57,1321.6,1000.52,295729
2020-01-01 17:48:00,AAPL,260.35,965.68,1063.55,513.09,379524
2020-01-01 17:49:00,AAPL,1495.79,281.42,584.07,1489.38,373214
2020-01-01 17:50:00,TSLA,695.78,102.91,698.49,507.66,434810
2020-01-01 17:51:00,MSFT,587.52,1404.14,1117.39,403.26,931810
2020-01-01 17:52:00,MSFT,1094.29,876.85,396.22,777.8,612193
2020-01-01 17:53:00,MSFT,609.46,1397.72,756.27,552.41,215490
2020-01-01 17:54:00,TSLA,1266.58,567.36,1014.98,1393.64,309858
2020-01-01 17:55:00,AAPL,735.98,558.9,855.3,716.11,890746
2020-01-01 17:56:00,TSLA,1107.38,660.92,951.66,674.21,420818
2020-01-01 17:57:00,TSLA,250.43,1088.46,864.7,976.21,382430
2020-01-01 17:58:00,MSFT,1284.57,892.13,378.92,213.56,594694
2020-01-01 17:59:00,GOOGL,1130.01,1395.5,674.29,1159.43,341661
2020-01-01 18:00:00,AAPL,396.4,135.62,844.78,1175.76,191562
2020-01-01 18:01:00,MSFT,303.4,1091.47,1192.09,763.64,854693
2020-01-01 18:02:00,GOOGL,542.81,562.46,1015.47,1437.98,735093
2020-01-01 18:03:00,GOOGL,1466.5,352.33,697.23,911.07,719129
2020-01-01 18:04:00,AMZN,459.56,814.55,1464.16,1073.33,659170
2020-01-01 18:05:00,AAPL,738.58,807.09,250.91,1394.08,884002
2020-01-01 18:06:00,GOOGL,142.03,291.82,389.53,1032.88,891297
2020-01-01 18:07:00,MSFT,656.12,382.65,577.84,704.56,855262
2020-01-01 18:08:00,AMZN,899.85,671.43,420.0,134.68,601328
2020-01-01 18:09:00,AAPL,1434.37,672.34,975.62,1119.62,764448
2020-01-01 18:10:00,TSLA,823.43,544.58,155.37,1450.81,42384
2020-01-01 18:11:00,MSFT,1246.75,307.96,348.41,758.33,366338
2020-01-01 18:12:00,GOOGL,865.98,106.12,510.69,575.68,923681
2020-01-01 18:13:00,GOOGL,157.1,1458.33,1056.68,826.96,222008
2020-01-01 18:14:00,MSFT,541.01,1420.9,1326.21,1119.81,694731
2020-01-01 18:15:00,GOOGL,905.77,777.11,1217.89,100.97,52523
2020-01-01 18:16:00,AMZN,1430.83,1493.07,354.91,1342.1,499873
2020-01-01 18:17:00,AAPL,1302.78,1043.12,891.57,1340.91,421631
2020-01-01 18:18:00,AMZN,419.7,196.4,142.03,857.82,629210
2020-01-01 18:19:00,GOOGL,408.15,264.81,534.75,271.33,489271
2020-01-01 18:20:00,TSLA,381.64,1382.56,1228.38,1040.53,844837
2020-01-01 18:21:00,AAPL,1391.5,982.07,739.33,292.98,310840
2020-01-01 18:22:00,AAPL,1293.73,1280.46,309.92,810.57,907178
2020-01-01 18:23:00,MSFT,1184.84,1357.58,713.97,231.08,229597
2020-01-01 18:24:00,MSFT,649.83,727.12,377.25,924.69,676302
2020-01-01 18:25:00,TSLA,806.13,167.94,650.47,545.3,68320
2020-01-01 18:26:00,AAPL,750.06,363.59,782.97,1263.39,266060
2020-01-01 18:27:00,TSLA,454.76,193.2,589.38,1219.92,463196
2020-01-01 18:28:00,MSFT,807.04,364.24,1411.76,1497.86,624106
2020-01-01 18:29:00,MSFT,142.7,674.75,887.54,460.5,882387
2020-01-01 18:30:00,AAPL,284.53,265.48,1280.05,186.52,56346
2020-01-01 18:31:00,AMZN,1341.23,333.43,1165.02,720.2,448080
2020-01-01 18:32:00,GOOGL,1152.35,724.15,1025.63,216.76,222282
2020-01-01 18:33:00,MSFT,692.02,576.24,795.64,349.9,222506
2020-01-01 18:34:00,MSFT,824.01,754.72,103.04,936.22,11831
2020-01-01 18:35:00,AMZN,618.0,700.84,958.85,928.98,293280
2020-01-01 18:36:00,AMZN,1137.09,1002.27,598.34,160.66,507259
2020-01-01 18:37:00,TSLA,1197.86,1412.07,264.87,720.07,394004
2020-01-01 18:38:00,TSLA,1168.6,251.01,722.48,842.31,195437
2020-01-01 18:39:00,GOOGL,1111.66,238.96,1129.77,475.23,563592
2020-01-01 18:40:00,GOOGL,386.31,1293.93,1446.35,1320.86,435097
2020-01-01 18:41:00,AAPL,573.16,808.96,623.75,325.54,496770
2020-01-01 18:42:00,TSLA,757.78,1172.97,859.81,455.46,710149
2020-01-01 18:43:00,MSFT,563.11,401.59,1291.74,319.79,258634
2020-01-01 18:44:00,TSLA,1156.92,1260.41,567.6,263.17,431225
2020-01-01 18:45:00,MSFT,561.09,1393.39,299.16,1330.57,601989
2020-01-01 18:46:00,AMZN,293.52,989.68,494.63,489.0,800978
2020-01-01 18:47:00,TSLA,658.66,248.23,1358.77,1111.53,354753
2020-01-01 18:48:00,AMZN,1471.88,1353.41,323.15,699.18,825718
2020-01-01 18:49:00,GOOGL,416.23,1209.48,560.91,990.22,620359
2020-01-01 18:50:00,GOOGL,957.02,1151.23,750.5,1399.45,842314
2020-01-01 18:51:00,AAPL,706.16,151.42,1285.96,1282.45,653747
2020-01-01 18:52:00,TSLA,199.43,1218.55,1412.8,196.58,675493
2020-01-01 18:53:00,AMZN,783.03,293.13,696.13,1283.28,775932
2020-01-01 18:54:00,MSFT,1083.03,411.34,1404.74,732.55,35699
2020-01-01 18:55:00,GOOGL,818.51,907.99,326.04,590.2,442776
2020-01-01 18:56:00,GOOGL,1320.95,470.97,319.59,1041.34,382184
2020-01-01 18:57:00,MSFT,504.51,1025.89,1428.95,1430.29,818866
2020-01-01 18:58:00,AMZN,220.75,951.3,813.55,231.79,558494
2020-01-01 18:59:00,AMZN,1411.19,251.41,360.27,1175.31,493056
2020-01-01 19:00:00,TSLA,629.47,1018.42,783.19,384.91,896150
2020-01-01 19:01:00,TSLA,906.97,1393.54,1196.5,632.19,419504
2020-01-01 19:02:00,AAPL,1208.8,325.55,1257.69,1323.35,170766
2020-01-01 19:03:00,GOOGL,554.04,935.89,1309.56,864.12,515652
2020-01-01 19:04:00,TSLA,1102.63,578.61,897.4,194.44,785945
2020-01-01 19:05:00,AMZN,289.59,743.46,1313.72,811.27,906434
2020-01-01 19:06:00,MSFT,507.81,501.8,814.04,1205.5,943006
2020-01-01 19:07:00,AMZN,302.59,595.78,949.88,840.43,770020
2020-01-01 19:08:00,GOOGL,1235.72,140.48,1162.21,333.64,555139
2020-01-01 19:09:00,AMZN,411.71,1474.17,695.61,723.06,848928
2020-01-01 19:10:00,AAPL,1104.36,974.72,203.01,1394.08,915942
2020-01-01 19:11:00,GOOGL,1420.62,800.99,590.23,1021.49,743118
2020-01-01 19:12:00,MSFT,838.88,637.2,973.52,1121.84,507193
2020-01-01 19:13:00,AAPL,856.04,855.12,369.27,1200.31,233142
2020-01-01 19:14:00,GOOGL,745.45,632.15,307.74,226.97,981239
2020-01-01 19:15:00,MSFT,556.25,603.87,510.31,914.15,107478
2020-01-01 19:16:00,AAPL,765.92,749.53,144.96,626.28,424638
2020-01-01 19:17:00,AAPL,943.93,486.38,1140.79,294.82,313285
2020-01-01 19:18:00,GOOGL,1480.39,352.07,462.2,383.79,553931
2020-01-01 19:19:00,TSLA,1412.87,879.25,273.93,1193.62,180383
2020-01-01 19:20:00,AAPL,1307.01,1279.87,1078.78,326.08,672010
2020-01-01 19:21:00,AAPL,1344.78,313.96,1280.1,537.39,130947
2020-01-01 19:22:00,MSFT,754.99,145.83,127.83,498.82,66837
2020-01-01 19:23:00,AMZN,1020.42,445.54,427.04,168.08,492766
2020-01-01 19:24:00,GOOGL,1353.09,1471.61,1423.33,747.02,412663
2020-01-01 19:25:00,GOOGL,650.13,1260.26,639.36,1172.3,592182
2020-01-01 19:26:00,TSLA,1446.47,934.21,1414.03,131.01,977457
2020-01-01 19:27:00,TSLA,682.1,1400.95,483.9,257.57,686428
2020-01-01 19:28:00,GOOGL,941.52,723.39,405.29,1108.26,917272
2020-01-01 19:29:00,TSLA,1093.73,1476.59,399.75,931.01,844715
2020-01-01 19:30:00,MSFT,1430.83,514.82,219.32,1101.35,113021
2020-01-01 19:31:00,GOOGL,442.46,436.43,1355.01,422.15,995833
2020-01-01 19:32:00,TSLA,1144.58,993.27,1471.77,1225.28,149501
2020-01-01 19:33:00,GOOGL,829.14,629.42,1436.31,771.82,630353
2020-01-01 19:34:00,AMZN,475.98,976.91,1292.84,954.42,889950
2020-01-01 19:35:00,AAPL,1187.25,526.99,1285.64,229.01,911863
2020-01-01 19:36:00,GOOGL,873.11,965.09,1025.52,387.04,323743
2020-01-01 19:37:00,AAPL,1025.36,486.04,1256.7,1182.7,813546
2020-01-01 19:38:00,TSLA,552.06,171.36,391.68,413.47,305619
2020-01-01 19:39:00,AAPL,773.78,1376.99,643.08,229.54,923105
2020-01-01 19:40:00,GOOGL,964.3,1336.49,997.17,936.08,733794
2020-01-01 19:41:00,AMZN,666.88,1459.12,1324.68,867.11,871130
2020-01-01 19:42:00,TSLA,377.72,1103.14,1024.66,951.05,599452
2020-01-01 19:43:00,GOOGL,1446.3,1055.81,1274.63,965.63,747274
2020-01-01 19:44:00,TSLA,816.05,882.6,763.53,800.28,417872
2020-01-01 19:45:00,MSFT,1127.49,276.32,1104.23,791.28,382030
2020-01-01 19:46:00,AAPL,675.47,364.93,1471.97,1393.83,942263
2020-01-01 19:47:00,MSFT,597.18,505.26,314.88,847.43,580220
2020-01-01 19:48:00,GOOGL,670.03,1346.22,1397.69,964.22,693928
2020-01-01 19:49:00,AMZN,672.88,342.16,831.31,473.76,427808
2020-01-01 19:50:00,TSLA,861.85,1392.02,1000.51,1319.53,479941
2020-01-01 19:51:00,AAPL,860.86,831.9,1329.02,134.12,96278
2020-01-01 19:52:00,TSLA,796.02,1101.8,673.52,880.12,932745
2020-01-01 19:53:00,GOOGL,288.7,254.34,686.17,637.39,501015
2020-01-01 19:54:00,TSLA,794.51,476.65,838.05,945.47,892046
2020-01-01 19:55:00,AAPL,336.75,1441.93,126.74,604.24,779733
2020-01-01 19:56:00,GOOGL,276.59,472.61,795.33,1104.76,435262
2020-01-01 19:57:00,TSLA,1405.7,515.13,507.52,128.46,397513
2020-01-01 19:58:00,AMZN,946.93,376.64,1399.14,668.25,736351
2020-01-01 19:59:00,GOOGL,1023.29,280.7,222.83,1263.77,744325
2020-01-01 20:00:00,GOOGL,662.51,426.56,743.05,450.28,864479
2020-01-01 20:01:00,AMZN,1372.57,999.26,1426.46,173.85,586208
2020-01-01 20:02:00,MSFT,993.1,737.51,1361.45,795.13,8089
2020-01-01 20:03:00,AAPL,1176.84,875.26,1081.89,1467.15,23880
2020-01-01 20:04:00,MSFT,615.99,271.31,925.11,189.82,573559
2020-01-01 20:05:00,TSLA,1444.02,1222.96,493.02,198.08,711376
2020-01-01 20:06:00,AMZN,1248.65,1197.73,613.74,933.16,253253
2020-01-01 20:07:00,MSFT,1295.53,130.23,226.19,450.09,170474
2020-01-01 20:08:00,GOOGL,341.07,636.92,1200.55,674.32,735201
2020-01-01 20:09:00,TSLA,479.35,196.28,553.42,1262.71,512724
2020-01-01 20:10:00,TSLA,499.88,1208.95,1034.89,378.39,475428
2020-01-01 20:11:00,MSFT,479.27,1132.18,600.63,1107.02,351977
2020-01-01 20:12:00,MSFT,1297.57,1362.78,750.06,806.28,755713
2020-01-01 20:13:00,AMZN,144.64,430.97,877.0,1366.94,692729
2020-01-01 20:14:00,AAPL,206.54,738.81,1222.59,1462.15,826665
2020-01-01 20:15:00,MSFT,483.48,358.28,395.62,778.95,982008
2020-01-01 20:16:00,MSFT,379.82,619.73,658.27,918.51,328575
2020-01-01 20:17:00,GOOGL,424.6,831.14,282.11,1144.18,448233
2020-01-01 20:18:00,TSLA,1217.12,174.66,206.06,546.14,598573
2020-01-01 20:19:00,AAPL,888.38,1100.82,946.54,417.44,888719
2020-01-01 20:20:00,GOOGL,108.08,860.61,364.73,1450.56,769921
2020-01-01 20:21:00,AMZN,701.05,1260.54,183.72,705.66,842912
2020-01-01 20:22:00,AMZN,671.04,480.49,1355.94,102.23,12312
2020-01-01 20:23:00,MSFT,259.52,1364.65,848.04,1272.81,423711
2020-01-01 20:24:00,MSFT,1046.6,1498.17,288.48,939.53,361389
2020-01-01 20:25:00,AMZN,1082.94,1387.02,174.8,335.98,261171
2020-01-01 20:26:00,MSFT,1109.25,1189.05,267.8,142.2,703228
2020-01-01 20:27:00,AAPL,1119.86,1237.32,759.87,508.08,746999
2020-01-01 20:28:00,MSFT,100.07,903.24,1035.85,1399.04,8173
2020-01-01 20:29:00,TSLA,1435.49,366.22,997.79,1406.89,934921
2020-01-01 20:30:00,MSFT,1239.89,1047.86,302.19,535.4,359458
2020-01-01 20:31:00,GOOGL,1365.57,1097.85,986.88,1270.3,55338
2020-01-01 20:32:00,AAPL,121.9,1479.54,666.81,718.58,515302
2020-01-01 20:33:00,GOOGL,1407.4,857.82,750.64,1016.08,90896
2020-01-01 20:34:00,GOOGL,1233.7,479.92,1222.0,568.22,40314
2020-01-01 20:35:00,TSLA,1272.11,1057.14,565.5,822.36,551943
2020-01-01 20:36:00,AAPL,230.6,1471.13,305.8,511.29,99313
2020-01-01 20:37:00,AAPL,1134.29,348.1,1322.83,185.56,658087
2020-01-01 20:38:00,AAPL,1443.88,556.4,396.98,295.13,385374
2020-01-01 20:39:00,AAPL,1049.97,858.63,511.64,506.94,904898
2020-01-01 20:40:00,AAPL,898.79,338.3,1089.23,1466.76,127300
2020-01-01 20:41:00,TSLA,1423.88,131.11,1056.97,1451.94,892468
2020-01-01 20:42:00,MSFT,720.11,571.78,1220.56,1258.73,441851
2020-01-01 20:43:00,GOOGL,939.01,1311.52,357.41,425.51,372867
2020-01-01 20:44:00,AAPL,766.87,160.86,593.19,718.24,135170
2020-01-01 20:45:00,MSFT,1405.98,700.5,276.24,715.7,398260
2020-01-01 20:46:00,MSFT,206.52,1167.08,857.45,641.76,444544
2020-01-01 20:47:00,GOOGL,801.57,1434.46,509.6,162.83,704355
2020-01-01 20:48:00,TSLA,1061.73,1479.67,1064.51,848.34,227588
2020-01-01 20:49:00,AMZN,1208.67,690.76,100.48,201.94,513627
2020-01-01 20:50:00,AMZN,916.23,1430.54,183.56,1222.69,739553
2020-01-01 20:51:00,MSFT,1372.48,149.59,705.58,1067.83,384886
2020-01-01 20:52:00,GOOGL,1418.79,1144.28,1441.46,593.83,216468
2020-01-01 20:53:00,AMZN,190.05,999.84,1347.19,1005.99,457236
2020-01-01 20:54:00,MSFT,663.32,449.33,1491.61,426.25,669957
2020-01-01 20:55:00,TSLA,132.84,810.25,683.56,471.35,602593
2020-01-01 20:56:00,AMZN,561.18,281.38,165.2,539.79,134413
2020-01-01 20:57:00,MSFT,851.62,1320.24,528.34,1215.82,333219
2020-01-01 20:58:00,MSFT,1375.11,601.06,1046.08,394.97,701703
2020-01-01 20:59:00,AAPL,1285.18,976.46,289.23,887.89,224537
2020-01-01 21:00:00,TSLA,278.5,322.29,519.96,380.65,856110
2020-01-01 21:01:00,AAPL,230.24,388.63,178.63,499.05,838794
2020-01-01 21:02:00,GOOGL,924.97,1488.74,764.95,429.67,227784
2020-01-01 21:03:00,AAPL,844.97,1154.32,392.49,1003.01,863795
2020-01-01 21:04:00,AAPL,472.93,1446.76,227.75,837.42,774462
2020-01-01 21:05:00,AMZN,1359.23,514.19,675.7,1109.82,254444
2020-01-01 21:06:00,MSFT,1398.31,330.39,591.72,407.92,73810
2020-01-01 21:07:00,TSLA,663.66,804.3,852.52,112.81,625619
2020-01-01 21:08:00,AAPL,1346.42,792.54,1148.65,1052.71,988766
2020-01-01 21:09:00,TSLA,637.53,344.93,257.6,260.8,775942
2020-01-01 21:10:00,AAPL,1131.54,1126.51,1207.58,444.83,494519
2020-01-01 21:11:00,GOOGL,766.32,606.49,136.81,527.96,497224
2020-01-01 21:12:00,AAPL,271.62,360.91,720.34,1145.52,867996
2020-01-01 21:13:00,AMZN,1399.11,564.78,922.4,976.25,858585
2020-01-01 21:14:00,MSFT,735.74,889.12,1439.8,357.97,731112
2020-01-01 21:15:00,GOOGL,1128.28,1117.06,903.49,937.04,313917
2020-01-01 21:16:00,AAPL,614.04,774.65,322.25,1091.41,300483
2020-01-01 21:17:00,TSLA,126.43,835.83,824.56,644.46,868780
2020-01-01 21:18:00,GOOGL,240.74,294.52,654.1,444.33,20395
2020-01-01 21:19:00,GOOGL,794.71,1380.57,771.1,1050.58,416808
2020-01-01 21:20:00,AAPL,1065.95,1400.21,375.94,955.25,452470
2020-01-01 21:21:00,GOOGL,568.63,1056.8,801.16,209.08,582092
2020-01-01 21:22:00,TSLA,1073.68,124.68,310.06,1033.35,902734
2020-01-01 21:23:00,GOOGL,1078.09,851.9,1141.66,783.93,889816
2020-01-01 21:24:00,TSLA,1085.51,980.91,931.47,1154.72,834459
2020-01-01 21:25:00,AAPL,789.53,1492.52,209.94,367.0,308621
2020-01-01 21:26:00,MSFT,1380.84,1494.49,1345.46,461.5,182228
2020-01-01 21:27:00,GOOGL,784.88,1300.66,962.93,860.64,25087
2020-01-01 21:28:00,MSFT,730.37,189.36,542.55,774.43,839806
2020-01-01 21:29:00,TSLA,379.13,1434.59,163.9,640.91,819990
2020-01-01 21:30:00,GOOGL,530.72,957.73,985.12,1144.45,639342
2020-01-01 21:31:00,AMZN,159.27,1221.24,622.82,890.65,760806
2020-01-01 21:32:00,MSFT,986.95,670.07,1370.67,1094.38,567263
2020-01-01 21:33:00,GOOGL,447.95,547.54,148.83,314.56,230116
2020-01-01 21:34:00,MSFT,525.82,748.54,154.74,1120.58,877550
2020-01-01 21:35:00,GOOGL,1179.14,305.62,1429.02,746.14,161716
2020-01-01 21:36:00,AAPL,558.11,599.89,1450.82,147.28,287211
2020-01-01 21:37:00,MSFT,439.07,1300.66,138.84,428.29,565986
2020-01-01 21:38:00,AMZN,336.68,153.13,1102.45,136.06,529053
2020-01-01 21:39:00,AMZN,1184.8,311.23,410.09,739.62,931811
2020-01-01 21:40:00,TSLA,281.59,275.16,1081.95,556.23,29775
2020-01-01 21:41:00,GOOGL,735.26,664.31,1316.23,1482.43,218042
2020-01-01 21:42:00,MSFT,809.7,1495.78,241.16,1315.91,380343
2020-01-01 21:43:00,TSLA,1062.35,342.7,434.27,1255.94,119323
2020-01-01 21:44:00,MSFT,986.6,303.68,133.71,801.56,498233
2020-01-01 21:45:00,GOOGL,1235.01,1381.08,161.36,1229.92,282423
2020-01-01 21:46:00,AMZN,162.65,1334.87,141.47,473.62,47639
2020-01-01 21:47:00,AAPL,515.02,145.14,1220.96,884.91,851270
2020-01-01 21:48:00,AMZN,492.19,1152.39,517.61,650.09,94912
2020-01-01 21:49:00,TSLA,304.42,1017.65,790.5,339.88,37673
2020-01-01 21:50:00,AAPL,504.85,1174.84,1202.98,201.66,863573
2020-01-01 21:51:00,TSLA,533.67,792.3,792.92,881.51,953188
2020-01-01 21:52:00,GOOGL,830.64,1487.93,700.87,236.69,955549
2020-01-01 21:53:00,AAPL,1029.19,161.39,116.2,1105.2,306394
2020-01-01 21:54:00,TSLA,633.54,428.12,895.26,1390.06,406723
2020-01-01 21:55:00,GOOGL,1107.26,655.16,274.64,326.95,620727
2020-01-01 21:56:00,AMZN,570.63,729.69,1170.51,759.31,410214
2020-01-01 21:57:00,GOOGL,506.4,1389.91,460.83,1134.28,360605
2020-01-01 21:58:00,MSFT,857.66,884.01,1043.86,501.58,142155
2020-01-01 21:59:00,GOOGL,133.2,163.16,1004.71,1389.07,7572
2020-01-01 22:00:00,GOOGL,211.7,671.01,963.35,1343.85,925455
2020-01-01 22:01:00,MSFT,685.16,683.09,473.73,245.26,611338
2020-01-01 22:02:00,TSLA,1420.08,1451.69,473.93,138.36,791295
2020-01-01 22:03:00,TSLA,1110.12,938.88,1308.27,1467.04,706186
2020-01-01 22:04:00,GOOGL,223.38,989.91,117.93,1439.07,520005
2020-01-01 22:05:00,MSFT,1284.85,1098.55,354.13,691.2,260492
2020-01-01 22:06:00,MSFT,1125.22,1178.06,954.24,170.79,653490
2020-01-01 22:07:00,AMZN,955.33,989.07,1243.86,966.43,543572
2020-01-01 22:08:00,TSLA,1248.41,432.07,601.68,510.77,942217
2020-01-01 22:09:00,AAPL,665.75,1323.66,1014.82,1411.41,189133
2020-01-01 22:10:00,TSLA,410.1,1124.97,880.02,1212.53,258894
2020-01-01 22:11:00,TSLA,816.83,1138.62,190.36,1009.43,595327
2020-01-01 22:12:00,AMZN,868.38,1495.18,970.45,498.31,850244
2020-01-01 22:13:00,AAPL,853.66,1223.54,1239.46,1081.78,594923
2020-01-01 22:14:00,AMZN,891.1,1260.81,1489.43,504.84,21840
2020-01-01 22:15:00,AAPL,1428.19,1431.97,141.5,152.68,252825
2020-01-01 22:16:00,GOOGL,1363.14,311.59,1024.08,811.81,806853
2020-01-01 22:17:00,AAPL,1326.0,796.82,680.37,784.16,755253
2020-01-01 22:18:00,AMZN,1221.98,912.79,113.7,1168.21,901759
2020-01-01 22:19:00,TSLA,1420.8,560.99,960.11,1311.94,809293
2020-01-01 22:20:00,AAPL,237.89,1275.16,271.4,596.26,350811
2020-01-01 22:21:00,AAPL,471.17,1167.39,629.99,729.26,920393
2020-01-01 22:22:00,MSFT,793.08,1109.24,465.91,758.56,98315
2020-01-01 22:23:00,TSLA,1285.15,1496.01,605.63,553.91,544054
2020-01-01 22:24:00,GOOGL,807.23,463.13,789.77,1140.74,766218
2020-01-01 22:25:00,AMZN,1147.25,1129.64,602.89,830.94,871684
2020-01-01 22:26:00,GOOGL,294.54,871.97,873.82,1379.54,952331
2020-01-01 22:27:00,TSLA,453.38,538.18,434.11,1010.44,561451
2020-01-01 22:28:00,AAPL,1124.49,324.82,989.51,396.66,811446
2020-01-01 22:29:00,AAPL,330.63,1354.24,1295.27,330.73,410994
2020-01-01 22:30:00,TSLA,591.9,933.64,413.69,621.34,771614
2020-01-01 22:31:00,AAPL,470.81,1254.91,811.03,585.7,116760
2020-01-01 22:32:00,AAPL,589.81,863.48,1008.17,669.98,724406
2020-01-01 22:33:00,AAPL,1091.65,407.97,890.48,357.03,303392
2020-01-01 22:34:00,AMZN,614.99,572.57,611.91,1469.51,236476
2020-01-01 22:35:00,AMZN,877.37,634.15,999.08,303.99,363850
2020-01-01 22:36:00,MSFT,239.9,1462.11,139.54,1013.71,466238
2020-01-01 22:37:00,GOOGL,1227.02,107.89,617.87,118.3,85022
2020-01-01 22:38:00,TSLA,617.84,1479.93,845.66,669.75,995615
2020-01-01 22:39:00,TSLA,1007.95,1472.65,128.86,532.86,653105
2020-01-01 22:40:00,TSLA,1115.55,1494.61,810.71,634.83,455915
2020-01-01 22:41:00,MSFT,393.53,767.22,1015.96,797.31,30548
2020-01-01 22:42:00,AMZN,1338.54,1449.33,1162.89,940.53,57216
2020-01-01 22:43:00,MSFT,962.71,653.84,258.72,916.92,490089
2020-01-01 22:44:00,TSLA,700.22,136.81,1486.79,983.0,974797
2020-01-01 22:45:00,GOOGL,355.27,414.09,948.63,1282.37,550778
2020-01-01 22:46:00,AAPL,1419.22,1423.41,608.47,1341.4,845887
2020-01-01 22:47:00,AMZN,1157.1,119.27,448.73,1132.15,571247
2020-01-01 22:48:00,AMZN,391.23,864.39,902.06,210.52,170279
2020-01-01 22:49:00,MSFT,572.8,205.84,1334.4,1445.81,512365
2020-01-01 22:50:00,AMZN,1233.54,500.96,828.79,1426.36,119611
2020-01-01 22:51:00,TSLA,1073.95,223.33,1026.06,1096.39,675061
2020-01-01 22:52:00,TSLA,1172.1,1303.34,600.78,824.41,72527
2020-01-01 22:53:00,MSFT,717.68,927.5,643.41,450.87,821165
2020-01-01 22:54:00,TSLA,1103.07,1362.95,500.65,1158.89,962995
2020-01-01 22:55:00,GOOGL,641.09,1063.69,1087.89,1329.0,688464
2020-01-01 22:56:00,MSFT,395.77,1459.44,602.86,1031.26,452709
2020-01-01 22:57:00,GOOGL,985.75,813.83,367.0,980.7,679726
2020-01-01 22:58:00,AAPL,1466.42,994.19,617.16,370.21,281760
2020-01-01 22:59:00,GOOGL,534.84,906.83,1295.36,600.92,107860
2020-01-01 23:00:00,AAPL,745.36,777.96,1133.55,1112.39,299525
2020-01-01 23:01:00,AAPL,1043.6,1284.34,568.5,123.66,538295
2020-01-01 23:02:00,GOOGL,858.11,1002.34,1369.53,997.77,591855
2020-01-01 23:03:00,MSFT,1280.8,1221.84,204.77,1173.34,190069
2020-01-01 23:04:00,TSLA,1166.44,1200.91,169.66,568.59,244503
2020-01-01 23:05:00,TSLA,181.62,367.46,278.46,206.63,742075
2020-01-01 23:06:00,AAPL,1497.79,1010.23,263.04,1246.77,660227
2020-01-01 23:07:00,AAPL,1153.36,379.51,222.97,298.57,474989
2020-01-01 23:08:00,MSFT,1309.46,916.65,1025.88,619.12,926085
2020-01-01 23:09:00,AMZN,1011.68,1048.41,941.18,1090.16,938974
2020-01-01 23:10:00,GOOGL,1298.8,1496.13,1006.65,1243.78,856171
2020-01-01 23:11:00,AAPL,257.34,142.76,1063.71,1307.33,966625
2020-01-01 23:12:00,TSLA,586.83,227.74,1159.63,842.58,709930
2020-01-01 23:13:00,MSFT,1326.99,207.84,390.05,766.22,890737
2020-01-01 23:14:00,GOOGL,382.32,657.71,971.22,1287.64,773197
2020-01-01 23:15:00,MSFT,209.54,1250.22,912.07,888.31,464642
2020-01-01 23:16:00,GOOGL,1203.37,1281.68,1421.12,910.11,551353
2020-01-01 23:17:00,GOOGL,1269.68,1131.77,425.31,707.56,539028
2020-01-01 23:18:00,AAPL,327.71,1355.63,182.21,621.94,842802
2020-01-01 23:19:00,MSFT,1296.08,552.0,1014.89,772.76,669771
2020-01-01 23:20:00,MSFT,1061.47,223.42,1136.24,610.79,530127
2020-01-01 23:21:00,TSLA,828.12,181.41,496.47,580.97,258826
2020-01-01 23:22:00,TSLA,1262.35,1292.99,899.19,1491.13,138451
2020-01-01 23:23:00,AAPL,686.95,1122.61,183.35,570.7,514292
2020-01-01 23:24:00,AAPL,371.59,1078.06,1444.06,458.94,874335
2020-01-01 23:25:00,AMZN,498.79,575.55,253.89,595.49,250398
2020-01-01 23:26:00,TSLA,807.23,631.87,194.6,927.09,846053
2020-01-01 23:27:00,GOOGL,843.86,1441.36,161.75,1375.39,218814
2020-01-01 23:28:00,MSFT,1227.81,189.33,698.18,1203.01,456466
2020-01-01 23:29:00,AAPL,1207.89,1183.22,236.02,1279.14,54576
2020-01-01 23:30:00,MSFT,913.91,533.49,1142.51,1302.61,671531
2020-01-01 23:31:00,MSFT,1193.1,154.68,1358.42,1388.74,61714
2020-01-01 23:32:00,AMZN,368.48,1139.6,464.31,429.1,400143
2020-01-01 23:33:00,TSLA,170.09,563.28,980.28,741.71,167257
